"cefr_stage","stage_order","stage_title_en","stage_title_fr","stage_can_do_en","stage_can_do_fr","unit_id","unit_order","unit_title_en","unit_title_fr","unit_outcome_en","unit_outcome_fr","mission_order","mission_title_en","mission_title_fr","mission_can_do_en","mission_can_do_fr","context","duration_minutes","related_phonemes","is_checkpoint","source_url","last_updated"
"A0","1","Starter","Premiers mots","I can produce essential sounds and complete my first short exchanges.","Je peux produire les sons essentiels et réussir mes premiers échanges.","a0_numbers_time","3","Numbers and time","Nombres et heure","I can understand and give a number, price, time, and simple phone number.","Comprendre et donner un nombre, un prix, une heure et un numéro simple.","3","What time is it?","Quelle heure est-il ?","I can tell simple time.","Je peux dire l'heure simple.","services","10","/ʁ/ | /œ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A0","1","Starter","Premiers mots","I can produce essential sounds and complete my first short exchanges.","Je peux produire les sons essentiels et réussir mes premiers échanges.","a0_numbers_time","3","Numbers and time","Nombres et heure","I can understand and give a number, price, time, and simple phone number.","Comprendre et donner un nombre, un prix, une heure et un numéro simple.","4","Phone number","Numéro de téléphone","I can give and understand a phone number.","Je peux donner et comprendre un numéro de téléphone.","services","12","/s/ | /z/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A0","1","Starter","Premiers mots","I can produce essential sounds and complete my first short exchanges.","Je peux produire les sons essentiels et réussir mes premiers échanges.","a0_first_transactions","4","First transactions","Premières transactions","I can order a drink, buy bread, and ask for a ticket.","Commander une boisson, acheter du pain et demander un billet.","1","Order a drink","Commander une boisson","I can order a simple drink.","Je peux commander une boisson simple.","food","8","/k/ | /m/ | /e/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A0","1","Starter","Premiers mots","I can produce essential sounds and complete my first short exchanges.","Je peux produire les sons essentiels et réussir mes premiers échanges.","a0_first_transactions","4","First transactions","Premières transactions","I can order a drink, buy bread, and ask for a ticket.","Commander une boisson, acheter du pain et demander un billet.","2","Buy bread","Acheter du pain","I can buy bread at the bakery.","Je peux acheter du pain à la boulangerie.","food","8","/p/ | /ɛ̃/ | /a/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A0","1","Starter","Premiers mots","I can produce essential sounds and complete my first short exchanges.","Je peux produire les sons essentiels et réussir mes premiers échanges.","a0_first_transactions","4","First transactions","Premières transactions","I can order a drink, buy bread, and ask for a ticket.","Commander une boisson, acheter du pain et demander un billet.","3","Ask for a ticket","Demander un billet","I can ask for a train ticket.","Je peux demander un billet de train.","travel","8","/b/ | /j/ | /ʁ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A0","1","Starter","Premiers mots","I can produce essential sounds and complete my first short exchanges.","Je peux produire les sons essentiels et réussir mes premiers échanges.","a0_first_transactions","4","First transactions","Premières transactions","I can order a drink, buy bread, and ask for a ticket.","Commander une boisson, acheter du pain et demander un billet.","4","Review: order and buy","Révision : commander et acheter","I can order a drink, buy bread, and ask for a ticket.","Je peux commander une boisson, acheter du pain et demander un billet.","review","10","/k/ | /p/ | /b/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_about_me","1","About me","Parler de soi","I can give my identity, nationality, languages, and contact details.","Donner son identité, sa nationalité, ses langues et ses coordonnées.","1","Exchange first names","Échanger les prénoms","I can give my first name and ask for someone else's.","Je peux donner mon prénom et demander celui de quelqu'un.","social","8","/ʒ/ | /m/ | /a/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_about_me","1","About me","Parler de soi","I can give my identity, nationality, languages, and contact details.","Donner son identité, sa nationalité, ses langues et ses coordonnées.","2","I am French","Je suis français","I can say my nationality.","Je peux dire ma nationalité.","social","8","/f/ | /ʁ/ | /ɑ̃/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_about_me","1","About me","Parler de soi","I can give my identity, nationality, languages, and contact details.","Donner son identité, sa nationalité, ses langues et ses coordonnées.","3","I speak English","Je parle anglais","I can say which languages I speak.","Je peux dire quelles langues je parle.","social","8","/p/ | /l/ | /ɡ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_about_me","1","About me","Parler de soi","I can give my identity, nationality, languages, and contact details.","Donner son identité, sa nationalité, ses langues et ses coordonnées.","4","My contact details","Mes coordonnées","I can confirm my phone number and address.","Je peux confirmer mon numéro de téléphone et mon adresse.","services","10","/a/ | /m/ | /ʁ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_home_family","2","Home and family","Maison et famille","I can introduce people close to me and describe my home simply.","Présenter des proches et décrire simplement son logement.","1","My family","Ma famille","I can say who is in my family.","Je peux dire qui est dans ma famille.","home","8","/m/ | /p/ | /a/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_home_family","2","Home and family","Maison et famille","I can introduce people close to me and describe my home simply.","Présenter des proches et décrire simplement son logement.","2","My house","Ma maison","I can describe my house simply.","Je peux décrire ma maison simplement.","home","9","/l/ | /ʁ/ | /e/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_home_family","2","Home and family","Maison et famille","I can introduce people close to me and describe my home simply.","Présenter des proches et décrire simplement son logement.","3","Where do you live?","Où habitez-vous ?","I can say where I live and with whom.","Je peux dire où j'habite et avec qui.","home","10","/ɑ̃/ | /u/ | /ʒ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_home_family","2","Home and family","Maison et famille","I can introduce people close to me and describe my home simply.","Présenter des proches et décrire simplement son logement.","4","Introduce my household","Présenter mon foyer","I can present my family and my home.","Je peux présenter ma famille et mon logement.","home","12","/j/ | /v/ | /ɛ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_daily_routine","3","Daily routine","Routine quotidienne","I can say what I do, when I do it, and how often.","Dire ce que l'on fait, à quelle heure et à quelle fréquence.","1","My morning","Mon matin","I can say what I do in the morning.","Je peux dire ce que je fais le matin.","home","8","/ɑ̃/ | /e/ | /d/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_daily_routine","3","Daily routine","Routine quotidienne","I can say what I do, when I do it, and how often.","Dire ce que l'on fait, à quelle heure et à quelle fréquence.","2","My work day","Ma journée de travail","I can say what I do during the day.","Je peux dire ce que je fais pendant la journée.","work","9","/t/ | /j/ | /e/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_daily_routine","3","Daily routine","Routine quotidienne","I can say what I do, when I do it, and how often.","Dire ce que l'on fait, à quelle heure et à quelle fréquence.","3","My evening activities","Mes activités du soir","I can say what I do in the evening and how often.","Je peux dire ce que je fais le soir et à quelle fréquence.","home","10","/y/ | /s/ | /ɛ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_daily_routine","3","Daily routine","Routine quotidienne","I can say what I do, when I do it, and how often.","Dire ce que l'on fait, à quelle heure et à quelle fréquence.","4","My daily routine","Ma routine quotidienne","I can describe my complete daily routine.","Je peux décrire ma routine quotidienne complète.","review","12","/ʒ/ | /ʁ/ | /f/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_town_directions","4","Around town","En ville","I can ask for and understand short directions and locate a service.","Demander et comprendre un itinéraire court et localiser un service.","1","Where is the station?","Où est la gare ?","I can ask where a simple place is.","Je peux demander où se trouve un lieu simple.","travel","10","/u/ | /ʁ/ | /ɛ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_town_directions","4","Around town","En ville","I can ask for and understand short directions and locate a service.","Demander et comprendre un itinéraire court et localiser un service.","2","Left or right?","À gauche ou à droite ?","I can understand simple directions: left, right, straight ahead.","Je peux comprendre des directions simples : gauche, droite, tout droit.","travel","10","/o/ | /d/ | /t/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_town_directions","4","Around town","En ville","I can ask for and understand short directions and locate a service.","Demander et comprendre un itinéraire court et localiser un service.","3","Near the museum","Près du musée","I can ask if a place is nearby and understand the answer.","Je peux demander si un lieu est proche et comprendre la réponse.","travel","10","/p/ | /ʁ/ | /ɛ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_town_directions","4","Around town","En ville","I can ask for and understand short directions and locate a service.","Demander et comprendre un itinéraire court et localiser un service.","4","Where is the post office?","Où est la poste ?","I can ask for and understand simple directions to a service.","Je peux demander et comprendre un itinéraire simple pour un service.","services","12","/ɔ/ | /s/ | /t/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_food_shopping","5","Food and shopping","Manger et acheter","I can order, choose a quantity, ask the price, and pay.","Commander, choisir une quantité, demander un prix et payer.","1","At the market","Au marché","I can buy a piece of fruit at the market.","Je peux commander un fruit au marché.","food","8","/ɔ/ | /m/ | /ʁ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_food_shopping","5","Food and shopping","Manger et acheter","I can order, choose a quantity, ask the price, and pay.","Commander, choisir une quantité, demander un prix et payer.","2","How much does it cost?","Combien ça coûte ?","I can ask the price of a fruit.","Je peux demander le prix d'un fruit.","food","8","/k/ | /ɔ̃/ | /e/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_food_shopping","5","Food and shopping","Manger et acheter","I can order, choose a quantity, ask the price, and pay.","Commander, choisir une quantité, demander un prix et payer.","3","I would like to pay","Je voudrais payer","I can say I want to pay and give money.","Je peux dire que je veux payer et donner de l'argent.","services","8","/p/ | /j/ | /ɛ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.1","2","Essential conversations","Bases personnelles","I can exchange simple personal information and talk about my daily life.","Je peux échanger des informations personnelles simples et parler de mon quotidien.","a1_food_shopping","5","Food and shopping","Manger et acheter","I can order, choose a quantity, ask the price, and pay.","Commander, choisir une quantité, demander un prix et payer.","4","At the supermarket","Au supermarché","I can buy fruit and pay.","Je peux acheter des fruits et payer.","food","10","/s/ | /t/ | /u/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_travel","1","Simple travel","Voyages simples","I can choose a route, buy a ticket, and understand departure information.","Choisir un trajet, acheter un billet et comprendre une information de départ.","1","Choose a departure time","Choisir un horaire de départ","I can ask for a return ticket and choose a departure time.","Je peux demander un aller-retour et choisir une heure de départ.","travel","10","/b/ | /t/ | /e/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_travel","1","Simple travel","Voyages simples","I can choose a route, buy a ticket, and understand departure information.","Choisir un trajet, acheter un billet et comprendre une information de départ.","2","Choose the departure","Choisir le départ","I can understand and choose a departure time.","Je peux comprendre et choisir une heure de départ.","travel","10","/ʁ/ | /ɛ/ | /ɑ̃/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_travel","1","Simple travel","Voyages simples","I can choose a route, buy a ticket, and understand departure information.","Choisir un trajet, acheter un billet et comprendre une information de départ.","3","Pay for the ticket","Payer le billet","I can pay for a ticket and ask for the price.","Je peux payer un billet et demander le prix.","travel","10","/p/ | /s/ | /y/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_travel","1","Simple travel","Voyages simples","I can choose a route, buy a ticket, and understand departure information.","Choisir un trajet, acheter un billet et comprendre une information de départ.","4","Complete trip","Voyage complet","I can buy a round-trip ticket and understand departure information.","Je peux acheter un billet aller-retour et comprendre les informations de départ.","travel","12","/a/ | /l/ | /m/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_social_plans","2","Social plans","Proposer et organiser","I can invite someone, accept or decline, and agree on a time and place.","Inviter, accepter, refuser et convenir d'une heure et d'un lieu.","1","First invitation","Première invitation","I can invite someone to do a simple activity.","Je peux inviter quelqu'un à faire une activité simple.","social","10","/e/ | /ʁ/ | /ɛ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_social_plans","2","Social plans","Proposer et organiser","I can invite someone, accept or decline, and agree on a time and place.","Inviter, accepter, refuser et convenir d'une heure et d'un lieu.","2","Accept or refuse","Accepter ou refuser","I can accept or refuse an invitation politely.","Je peux accepter ou refuser une invitation poliment.","social","10","/ɔ/ | /n/ | /ʒ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_social_plans","2","Social plans","Proposer et organiser","I can invite someone, accept or decline, and agree on a time and place.","Inviter, accepter, refuser et convenir d'une heure et d'un lieu.","3","Agree on a time","Convenir d'une heure","I can propose and confirm a meeting time.","Je peux proposer et confirmer une heure de rendez-vous.","social","10","/u/ | /ʁ/ | /ɛ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_social_plans","2","Social plans","Proposer et organiser","I can invite someone, accept or decline, and agree on a time and place.","Inviter, accepter, refuser et convenir d'une heure et d'un lieu.","4","Organize an outing","Organiser une sortie","I can organize a simple outing: invite, set time and place.","Je peux organiser une sortie simple : inviter, fixer l'heure et le lieu.","social","12","/a/ | /l/ | /m/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_health_basics","3","Health basics","Santé de base","I can describe a simple symptom and understand common advice.","Décrire un symptôme simple et comprendre un conseil courant.","1","Say you are sick","Dire qu'on est malade","I can say I am sick and where it hurts.","Je peux dire que je suis malade et où j'ai mal.","health","8","/m/ | /a/ | /l/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_health_basics","3","Health basics","Santé de base","I can describe a simple symptom and understand common advice.","Décrire un symptôme simple et comprendre un conseil courant.","2","Fever and cough","Fièvre et toux","I can say I have a fever and a cough.","Je peux dire que j'ai de la fièvre et que je tousse.","health","8","/f/ | /v/ | /ʁ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_health_basics","3","Health basics","Santé de base","I can describe a simple symptom and understand common advice.","Décrire un symptôme simple et comprendre un conseil courant.","3","Understand advice","Comprendre un conseil","I can understand simple advice from the doctor.","Je peux comprendre un conseil simple du médecin.","health","8","/p/ | /ʁ/ | /z/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_health_basics","3","Health basics","Santé de base","I can describe a simple symptom and understand common advice.","Décrire un symptôme simple et comprendre un conseil courant.","4","Health check","Bilan santé","I can describe a symptom and understand advice.","Je peux décrire un symptôme et comprendre un conseil.","health","10","/m/ | /f/ | /p/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_everyday_services","4","Everyday services","Services du quotidien","I can make an appointment and request a simple service.","Prendre un rendez-vous et demander une opération simple dans un service.","1","Make an appointment","Prendre un rendez-vous","I can ask for an appointment and suggest a day.","Je peux demander un rendez-vous et proposer un jour.","services","8","/b/ | /ʒ/ | /ø/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_everyday_services","4","Everyday services","Services du quotidien","I can make an appointment and request a simple service.","Prendre un rendez-vous et demander une opération simple dans un service.","2","Specify the reason","Préciser le motif","I can specify the reason for my request.","Je peux préciser le motif de ma demande.","services","9","/k/ | /ʁ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_everyday_services","4","Everyday services","Services du quotidien","I can make an appointment and request a simple service.","Prendre un rendez-vous et demander une opération simple dans un service.","3","Confirm the appointment","Confirmer le rendez-vous","I can confirm an appointment and thank the person.","Je peux confirmer un rendez-vous et remercier.","services","8","/m/ | /t/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_everyday_services","4","Everyday services","Services du quotidien","I can make an appointment and request a simple service.","Prendre un rendez-vous et demander une opération simple dans un service.","4","A repair appointment","Rendez-vous chez le réparateur","I can explain a simple problem and confirm an appointment.","Je peux expliquer un problème simple et confirmer un rendez-vous.","services","10","/b/ | /ʒ/ | /ʁ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_work_study","5","Work and study","Travail et études","I can describe my work or studies and ask for simple information.","Présenter son activité et demander une information simple.","1","First contact","Premier contact","I can say my job or my studies.","Je peux dire mon métier ou mes études.","work","8","/ʁ/ | /e/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_work_study","5","Work and study","Travail et études","I can describe my work or studies and ask for simple information.","Présenter son activité et demander une information simple.","2","Where do you work?","Où travaillez-vous ?","I can ask and say where I work or study.","Je peux demander et dire où je travaille ou étudie.","work","9","/u/ | /ʁ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_work_study","5","Work and study","Travail et études","I can describe my work or studies and ask for simple information.","Présenter son activité et demander une information simple.","3","What do you do?","Qu'est-ce que vous faites ?","I can ask what someone does for work or studies.","Je peux demander ce que quelqu'un fait comme travail ou études.","work","10","/k/ | /ɛ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A1.2","3","Everyday conversations","Vie quotidienne","I can handle predictable daily situations with simple sentences.","Je peux gérer des situations quotidiennes prévisibles avec des phrases simples.","a1_work_study","5","Work and study","Travail et études","I can describe my work or studies and ask for simple information.","Présenter son activité et demander une information simple.","4","Introduce my work or studies","Présenter mon travail ou mes études","I can introduce myself and ask simple questions about work or studies.","Je peux me présenter et poser des questions simples sur le travail ou les études.","work","12","/ʁ/ | /u/ | /k/","false","https://getparle.app/french-speaking-course/","2026-08-11"
"A2.1","4","Connected speaking","Parler avec autonomie","I can connect sentences to narrate, plan, and explain in simple terms.","Je peux relier des phrases pour raconter, prévoir et expliquer simplement.","a2_past_experiences","1","Past experiences","Expériences passées","I can tell someone about an outing, a trip, and a short past event.","Raconter une sortie, un voyage et un petit événement passé.","1","Discover the passé composé","Découvrir le passé composé","I can say what I did yesterday.","Je peux dire ce que j'ai fait hier.","social","10","/e/ | /ɛ/","false","https://getparle.app/french-speaking-course/","2026-08-11"
